candidate_id,display_name,primary_handle,city,audience_band,contactability,platform,canonical_url,follower_count,source_url
b591bfa066ad2fc063d2,Анастасия Решетникова,areshetnikova,Санкт-Петербург,micro,manual_only,instagram,https://www.instagram.com/areshetnikova,93000,https://www.instagram.com/areshetnikova
b591bfa066ad2fc063d2,Анастасия Решетникова,areshetnikova,Санкт-Петербург,micro,manual_only,threads,https://www.threads.com/@areshetnikova,424,https://threadlook.com/profile/areshetnikova
b591bfa066ad2fc063d2,Анастасия Решетникова,areshetnikova,Санкт-Петербург,micro,manual_only,tiktok,https://www.tiktok.com/@areshetnikova,,https://www.tiktok.com/@areshetnikova
4f6438017fe4c9537d42,ариша. маркетинг и креатив,picturishka,Санкт-Петербург,micro,manual_only,instagram,https://www.instagram.com/picturishka,50000,https://www.instagram.com/picturishka
4f6438017fe4c9537d42,ариша. маркетинг и креатив,picturishka,Санкт-Петербург,micro,manual_only,tiktok,https://www.tiktok.com/@picturishka,,https://www.tiktok.com/@picturishka
c19aad47ca7256776036,Важный человек,vlad_pitergid,Санкт-Петербург,nano,manual_only,instagram,https://www.instagram.com/vlad_pitergid,48,https://www.instagram.com/vlad_pitergid
04a53d4bfb85436b78a8,Витражи в России,provitroart,Санкт-Петербург,nano,manual_only,instagram,https://www.instagram.com/provitroart,1439,https://www.instagram.com/provitroart
2da78a1c5134ffb1ea2e,ДИАНА | HIGH HEELS | ACRO HEELS | КОЛПИНО | САНКТ-ПЕТЕРБУРГ,sinitsuna.di,Санкт-Петербург,micro,manual_only,instagram,https://www.instagram.com/sinitsuna.di,80000,https://www.instagram.com/sinitsuna.di
2da78a1c5134ffb1ea2e,ДИАНА | HIGH HEELS | ACRO HEELS | КОЛПИНО | САНКТ-ПЕТЕРБУРГ,sinitsuna.di,Санкт-Петербург,micro,manual_only,threads,https://www.threads.com/@sinitsuna.di,933,https://threadlook.com/profile/sinitsuna.di
2da78a1c5134ffb1ea2e,ДИАНА | HIGH HEELS | ACRO HEELS | КОЛПИНО | САНКТ-ПЕТЕРБУРГ,sinitsuna.di,Санкт-Петербург,micro,manual_only,tiktok,https://www.tiktok.com/@sinitsuna.di,,https://www.tiktok.com/@sinitsuna.di
e9a71cd76da60f831d61,"жизнь в сталинке, ремонт в старом фонде и непарадный Петербург",stalinka_na_chernoi,Санкт-Петербург,micro,manual_only,instagram,https://www.instagram.com/stalinka_na_chernoi,77000,https://www.instagram.com/stalinka_na_chernoi
02fda18d9c491b5b5914,Ия Гаас | ссать и делать,gaas_mi,Санкт-Петербург,micro,manual_only,instagram,https://www.instagram.com/gaas_mi,97000,https://www.instagram.com/gaas_mi
02fda18d9c491b5b5914,Ия Гаас | ссать и делать,gaas_mi,Санкт-Петербург,micro,manual_only,threads,https://www.threads.com/@gaas_mi,12600,https://threadlook.com/profile/gaas_mi
02fda18d9c491b5b5914,Ия Гаас | ссать и делать,gaas_mi,Санкт-Петербург,micro,manual_only,tiktok,https://www.tiktok.com/@gaas_mi,,https://www.tiktok.com/@gaas_mi
64a50033833053ca1561,Ксюша Сидорина aka метлахтайл,mettlachtile,Санкт-Петербург,micro,manual_only,instagram,https://www.instagram.com/mettlachtile,81000,https://www.instagram.com/mettlachtile
64a50033833053ca1561,Ксюша Сидорина aka метлахтайл,mettlachtile,Санкт-Петербург,micro,manual_only,threads,https://www.threads.com/@mettlachtile,6800,https://threadlook.com/profile/mettlachtile
64a50033833053ca1561,Ксюша Сидорина aka метлахтайл,mettlachtile,Санкт-Петербург,micro,manual_only,tiktok,https://www.tiktok.com/@mettlachtile,,https://www.tiktok.com/@mettlachtile
1ea2d2332b00ed9a78d3,Лёля Такси 👑 LЁLYA 🐯,olechechkin,Санкт-Петербург,micro,manual_only,instagram,https://www.instagram.com/olechechkin,82000,https://www.instagram.com/olechechkin
1ea2d2332b00ed9a78d3,Лёля Такси 👑 LЁLYA 🐯,olechechkin,Санкт-Петербург,micro,manual_only,threads,https://www.threads.com/@olechechkin,4200,https://threadlook.com/profile/olechechkin
1ea2d2332b00ed9a78d3,Лёля Такси 👑 LЁLYA 🐯,olechechkin,Санкт-Петербург,micro,manual_only,tiktok,https://www.tiktok.com/@olechechkin,,https://www.tiktok.com/@olechechkin
1429b16edfbc4eedcee2,"Лероша Пéкур ✱ reels, лайфстайл, приколы :)",pekur.v,Санкт-Петербург,micro,manual_only,instagram,https://www.instagram.com/pekur.v,32000,https://www.instagram.com/pekur.v
1429b16edfbc4eedcee2,"Лероша Пéкур ✱ reels, лайфстайл, приколы :)",pekur.v,Санкт-Петербург,micro,manual_only,threads,https://www.threads.com/@pekur.v,2400,https://threadlook.com/profile/pekur.v
64d23fa9788c01f2de06,Люда Горгуца,old_apartment,Санкт-Петербург,micro,manual_only,instagram,https://www.instagram.com/old_apartment,33000,https://www.instagram.com/old_apartment
6227f7f170077a0cafd7,Настасья - блогер • модель • lifestyle influencer 📍Москва/Спб,ask_nastasia,Санкт-Петербург,micro,advertising_contact,instagram,https://www.instagram.com/ask_nastasia,92000,https://www.instagram.com/ask_nastasia
6227f7f170077a0cafd7,Настасья - блогер • модель • lifestyle influencer 📍Москва/Спб,ask_nastasia,Санкт-Петербург,micro,advertising_contact,threads,https://www.threads.com/@ask_nastasia,4400,https://threadlook.com/profile/ask_nastasia
6227f7f170077a0cafd7,Настасья - блогер • модель • lifestyle influencer 📍Москва/Спб,ask_nastasia,Санкт-Петербург,micro,advertising_contact,tiktok,https://www.tiktok.com/@ask_nastasia,,https://www.tiktok.com/@ask_nastasia
